epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1230.71,2.39777,2.2652,1.50484,0.17448,0.22614,0.18968,0.09896,2.22358,1.97236,1.4355,0.008416,0.008416,0.008416
18,1301.72,2.37595,2.2482,1.48105,0.17922,0.23548,0.18875,0.09597,2.19086,1.99301,1.42587,0.008317,0.008317,0.008317
19,1369.72,2.33327,2.18285,1.46108,0.30641,0.23595,0.19281,0.09856,2.23324,1.98999,1.4238,0.008218,0.008218,0.008218
20,1436.14,2.32099,2.16695,1.45024,0.13109,0.26305,0.18269,0.08456,2.34361,2.02099,1.46354,0.008119,0.008119,0.008119
21,1506.73,2.27336,2.16552,1.44084,0.39565,0.24076,0.21617,0.11322,2.15019,1.93248,1.39385,0.00802,0.00802,0.00802
22,1572.17,2.25153,2.08872,1.42381,0.32392,0.26948,0.1981,0.09903,2.1543,1.89512,1.39121,0.007921,0.007921,0.007921
23,1637.38,2.25059,2.09839,1.42533,0.29042,0.25855,0.21737,0.11712,2.11058,1.9035,1.37662,0.007822,0.007822,0.007822
24,1704.07,2.23723,2.06511,1.40596,0.27518,0.25416,0.23591,0.13013,2.07324,1.84391,1.36268,0.007723,0.007723,0.007723
25,1775.41,2.21038,2.04185,1.39267,0.25441,0.29325,0.25369,0.1413,2.03784,1.82283,1.34273,0.007624,0.007624,0.007624
26,1839.61,2.19708,2.02296,1.38889,0.48567,0.26356,0.23007,0.12608,2.07142,1.82243,1.35925,0.007525,0.007525,0.007525
27,1905.08,2.19668,2.03155,1.39121,0.39699,0.27854,0.23421,0.13296,2.02538,1.78136,1.34098,0.007426,0.007426,0.007426
28,1976.14,2.18378,2.0088,1.38108,0.31627,0.33402,0.26131,0.1507,2.02385,1.77956,1.33061,0.007327,0.007327,0.007327
29,2043.59,2.17025,1.9836,1.36047,0.50255,0.27768,0.2539,0.14517,2.05406,1.76428,1.3398,0.007228,0.007228,0.007228
30,2107.77,2.15796,1.93425,1.36144,0.51456,0.2704,0.26408,0.14772,2.03072,1.74837,1.32428,0.007129,0.007129,0.007129
31,2176.34,2.14002,1.92976,1.34792,0.54153,0.25195,0.26032,0.14397,2.01478,1.77462,1.32463,0.00703,0.00703,0.00703
32,2244.35,2.12334,1.91023,1.34706,0.45305,0.30141,0.29108,0.1723,1.97968,1.71349,1.31376,0.006931,0.006931,0.006931
33,2311.37,2.12463,1.91306,1.34689,0.56963,0.2827,0.28215,0.15807,2.00208,1.72883,1.31722,0.006832,0.006832,0.006832
34,2376.37,2.1082,1.90909,1.32977,0.39706,0.29529,0.28383,0.157,1.98883,1.70263,1.31473,0.006733,0.006733,0.006733
35,2443.38,2.11772,1.89596,1.32876,0.56442,0.29134,0.28658,0.16232,1.97624,1.68949,1.3086,0.006634,0.006634,0.006634
36,2509.71,2.08662,1.85742,1.31616,0.57145,0.28256,0.28186,0.15842,1.98844,1.69882,1.32147,0.006535,0.006535,0.006535
37,2575.44,2.10227,1.85012,1.32123,0.53293,0.29528,0.30038,0.17302,1.92075,1.69211,1.28572,0.006436,0.006436,0.006436
38,2639.82,2.07446,1.85164,1.32553,0.58057,0.28987,0.29743,0.16378,2.03996,1.69129,1.32356,0.006337,0.006337,0.006337
39,2708.01,2.08617,1.84457,1.31321,0.63345,0.28787,0.31354,0.17789,1.93399,1.66097,1.28425,0.006238,0.006238,0.006238
40,2772.47,2.06869,1.8273,1.32498,0.43646,0.30357,0.30002,0.17766,1.91027,1.63877,1.28304,0.006139,0.006139,0.006139
41,2839.91,2.02878,1.80404,1.31689,0.40663,0.31734,0.31276,0.16873,1.9701,1.65993,1.29371,0.00604,0.00604,0.00604
42,2907.28,2.03251,1.80139,1.31428,0.45016,0.30492,0.32477,0.18933,1.87995,1.62025,1.27129,0.005941,0.005941,0.005941
43,2974.55,2.03022,1.7883,1.30806,0.50831,0.3111,0.3163,0.18647,1.87612,1.63069,1.26835,0.005842,0.005842,0.005842
44,3038.62,2.02693,1.78638,1.30244,0.57728,0.28895,0.31097,0.1651,2.05018,1.67883,1.31119,0.005743,0.005743,0.005743
45,3105.88,2.00831,1.77615,1.29746,0.62488,0.3185,0.33561,0.20004,1.87755,1.5963,1.26226,0.005644,0.005644,0.005644
46,3168.88,1.98434,1.7437,1.28515,0.58216,0.31132,0.32497,0.1823,1.9261,1.60394,1.27986,0.005545,0.005545,0.005545
47,3235.18,2.01465,1.76476,1.28225,0.54482,0.33054,0.34358,0.1964,1.86927,1.59392,1.25514,0.005446,0.005446,0.005446
48,3299.23,1.98692,1.73172,1.2775,0.54887,0.33165,0.34762,0.20609,1.88124,1.58115,1.25769,0.005347,0.005347,0.005347
49,3366.26,1.99191,1.7271,1.27607,0.51511,0.33614,0.35444,0.20161,1.9049,1.56931,1.26436,0.005248,0.005248,0.005248
50,3430.75,1.97983,1.71914,1.29781,0.38032,0.33858,0.3402,0.20105,1.9639,1.59721,1.29794,0.005149,0.005149,0.005149
51,3494.88,1.99288,1.7255,1.2829,0.498,0.35039,0.36767,0.22079,1.84382,1.53118,1.24353,0.00505,0.00505,0.00505
52,3563.28,1.95967,1.69305,1.25971,0.49714,0.35237,0.35791,0.21347,1.84815,1.53166,1.24666,0.004951,0.004951,0.004951
53,3625.97,1.94294,1.66303,1.26214,0.59236,0.32669,0.36061,0.20716,1.89765,1.54244,1.25093,0.004852,0.004852,0.004852
54,3691.71,1.9493,1.65976,1.27233,0.413,0.33786,0.36986,0.211,1.85398,1.53867,1.24276,0.004753,0.004753,0.004753
55,3759.51,1.9631,1.66238,1.25747,0.43372,0.34567,0.37442,0.21926,1.84968,1.52284,1.24434,0.004654,0.004654,0.004654
56,3823.67,1.94963,1.64817,1.261,0.51384,0.34678,0.37807,0.22702,1.84196,1.50506,1.24078,0.004555,0.004555,0.004555
57,3886.4,1.9491,1.66631,1.27349,0.39053,0.3519,0.37192,0.21395,1.91164,1.55122,1.25579,0.004456,0.004456,0.004456
58,3949.44,1.93619,1.64065,1.24802,0.42484,0.34989,0.36513,0.22072,1.8469,1.51507,1.23551,0.004357,0.004357,0.004357
59,4015.98,1.92955,1.6265,1.25303,0.41213,0.36228,0.37467,0.22437,1.82298,1.48738,1.23947,0.004258,0.004258,0.004258
60,4082.15,1.93287,1.63019,1.25177,0.45164,0.34416,0.38397,0.22997,1.83784,1.49649,1.23301,0.004159,0.004159,0.004159
61,4144.75,1.92965,1.62232,1.23972,0.49388,0.37313,0.38549,0.23682,1.80894,1.48689,1.2223,0.00406,0.00406,0.00406
62,4213.08,1.90999,1.61048,1.2382,0.45792,0.38035,0.39513,0.2424,1.77648,1.466,1.21449,0.003961,0.003961,0.003961
63,4276.68,1.90777,1.61405,1.25533,0.50301,0.36935,0.39297,0.23034,1.82167,1.47942,1.23022,0.003862,0.003862,0.003862
64,4342.03,1.94893,1.60613,1.23978,0.50242,0.33905,0.39557,0.24618,1.79768,1.46432,1.21699,0.003763,0.003763,0.003763
65,4408.47,1.92435,1.61506,1.23624,0.53266,0.34947,0.39421,0.24698,1.78192,1.46099,1.21594,0.003664,0.003664,0.003664
66,4472.69,1.89791,1.60381,1.23915,0.53944,0.35016,0.39343,0.24247,1.80101,1.46317,1.22132,0.003565,0.003565,0.003565
67,4535.89,1.9159,1.59008,1.24222,0.53493,0.37089,0.40411,0.24243,1.86328,1.47515,1.23244,0.003466,0.003466,0.003466
68,4599.82,1.88152,1.57798,1.24683,0.50537,0.3694,0.40265,0.25226,1.81041,1.44619,1.23035,0.003367,0.003367,0.003367
69,4666.38,1.90495,1.59867,1.24545,0.53204,0.37109,0.41102,0.24826,1.80246,1.44138,1.21456,0.003268,0.003268,0.003268
70,4732.59,1.89287,1.5738,1.22646,0.5206,0.37792,0.41108,0.25523,1.78677,1.4285,1.21135,0.003169,0.003169,0.003169
71,4794.78,1.89442,1.56061,1.22845,0.46092,0.3843,0.41412,0.25519,1.79081,1.4204,1.21372,0.00307,0.00307,0.00307
72,4861.59,1.86639,1.55576,1.24535,0.43775,0.4194,0.42505,0.24848,1.82411,1.43385,1.22614,0.002971,0.002971,0.002971
73,4925.41,1.89662,1.55639,1.23597,0.54813,0.3713,0.40536,0.25486,1.77132,1.42141,1.20491,0.002872,0.002872,0.002872
74,4990.07,1.89374,1.56606,1.22741,0.45489,0.39405,0.42588,0.26783,1.766,1.41364,1.20525,0.002773,0.002773,0.002773
75,5057.14,1.89993,1.55842,1.24011,0.47949,0.37906,0.41959,0.2632,1.75693,1.42697,1.2022,0.002674,0.002674,0.002674
76,5120.94,1.87713,1.53757,1.22801,0.43558,0.40276,0.41713,0.26469,1.76089,1.40779,1.20874,0.002575,0.002575,0.002575
77,5184.72,1.9201,1.58374,1.23975,0.60395,0.37229,0.43062,0.26832,1.75243,1.41281,1.20069,0.002476,0.002476,0.002476
78,5249.97,1.88592,1.55149,1.22211,0.5262,0.38773,0.43331,0.26722,1.77145,1.40426,1.20371,0.002377,0.002377,0.002377
79,5313.9,1.87868,1.54757,1.22363,0.55641,0.39982,0.42572,0.26828,1.75833,1.40664,1.20101,0.002278,0.002278,0.002278
80,5376.63,1.83049,1.50199,1.22355,0.51505,0.40394,0.43273,0.26974,1.78217,1.40863,1.20572,0.002179,0.002179,0.002179
81,5440.24,1.87772,1.51371,1.22445,0.47128,0.4012,0.42842,0.26944,1.74861,1.39585,1.19722,0.00208,0.00208,0.00208
82,5506.57,1.84693,1.53144,1.22316,0.45875,0.41891,0.43616,0.26782,1.74577,1.38571,1.19715,0.001981,0.001981,0.001981
83,5572.08,1.87532,1.52048,1.2164,0.57174,0.37711,0.42606,0.25988,1.79264,1.40355,1.2095,0.001882,0.001882,0.001882
84,5635.82,1.84696,1.52314,1.21827,0.52232,0.40568,0.43629,0.27739,1.73685,1.38731,1.19605,0.001783,0.001783,0.001783
85,5704.66,1.87285,1.52328,1.23359,0.53673,0.40065,0.43809,0.27818,1.74915,1.38133,1.19505,0.001684,0.001684,0.001684
86,5767.28,1.81793,1.48921,1.21413,0.50562,0.40414,0.44169,0.27252,1.7642,1.37711,1.19892,0.001585,0.001585,0.001585
87,5833.17,1.85653,1.49637,1.22553,0.53846,0.40947,0.43997,0.2764,1.73699,1.36956,1.19187,0.001486,0.001486,0.001486
88,5898.08,1.85212,1.50318,1.20356,0.5578,0.38413,0.44463,0.27662,1.74627,1.36866,1.19115,0.001387,0.001387,0.001387
89,5962.98,1.85378,1.51048,1.21571,0.54569,0.40796,0.44674,0.28057,1.74819,1.36342,1.19413,0.001288,0.001288,0.001288
90,6024.55,1.85437,1.50179,1.20087,0.58488,0.4058,0.44954,0.28074,1.74279,1.37326,1.1912,0.001189,0.001189,0.001189
91,6093.1,1.86162,1.56037,1.22712,0.53694,0.39899,0.42673,0.26004,1.78366,1.4062,1.21337,0.00109,0.00109,0.00109
92,6153.61,1.84328,1.53464,1.22358,0.49282,0.40147,0.42283,0.26653,1.77737,1.3992,1.20599,0.000991,0.000991,0.000991
93,6214.08,1.82871,1.51366,1.2129,0.48891,0.41796,0.43411,0.27246,1.75379,1.38687,1.19642,0.000892,0.000892,0.000892
94,6278.5,1.84246,1.51647,1.21931,0.49924,0.41591,0.43666,0.27311,1.74996,1.37662,1.19585,0.000793,0.000793,0.000793
95,6337.98,1.82797,1.49782,1.20263,0.50687,0.40352,0.44129,0.28072,1.74353,1.37499,1.19345,0.000694,0.000694,0.000694
