epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,17382.6,2.06484,1.8622,1.16765,0.33124,0.28488,0.25469,0.14519,1.96153,1.75318,1.15095,0.006238,0.006238,0.006238
40,17883.9,2.08028,1.87694,1.17839,0.43733,0.27423,0.24063,0.14399,1.93411,1.75678,1.15143,0.006139,0.006139,0.006139
41,18557.7,2.03575,1.8352,1.15906,0.52899,0.25756,0.25202,0.1504,1.91793,1.71208,1.14859,0.00604,0.00604,0.00604
42,18915.9,2.05184,1.83609,1.16371,0.5088,0.25758,0.24086,0.14267,1.93345,1.70669,1.15137,0.005941,0.005941,0.005941
43,19229.8,2.0702,1.82849,1.1798,0.34035,0.26758,0.23437,0.12598,2.02834,1.81713,1.17342,0.005842,0.005842,0.005842
44,19663.3,2.03404,1.83556,1.15578,0.48363,0.25612,0.24876,0.13031,2.04235,1.77664,1.17307,0.005743,0.005743,0.005743
45,20286.3,2.05536,1.82838,1.1696,0.37794,0.2782,0.26378,0.15634,1.89111,1.68104,1.14445,0.005644,0.005644,0.005644
46,20457.9,2.01948,1.80907,1.15091,0.48876,0.25879,0.26543,0.1508,1.99303,1.73899,1.15889,0.005545,0.005545,0.005545
47,21085.2,2.02245,1.82047,1.15259,0.52539,0.26963,0.26626,0.15901,1.91492,1.66735,1.13546,0.005446,0.005446,0.005446
48,21628.7,2.01515,1.79522,1.15191,0.34788,0.30616,0.2713,0.15579,1.91938,1.66997,1.14039,0.005347,0.005347,0.005347
49,21926,2.00743,1.76864,1.14011,0.46056,0.28414,0.27827,0.1686,1.84894,1.64425,1.12272,0.005248,0.005248,0.005248
50,22187.6,1.99992,1.77905,1.13796,0.47434,0.30517,0.2766,0.16044,1.90848,1.67614,1.12815,0.005149,0.005149,0.005149
51,22533.4,1.99888,1.77405,1.13535,0.5241,0.29042,0.29065,0.16935,1.91779,1.64992,1.12468,0.00505,0.00505,0.00505
52,23013.3,1.96626,1.72556,1.13247,0.40997,0.31334,0.2908,0.17102,1.86884,1.60742,1.12268,0.004951,0.004951,0.004951
53,23185.7,1.97132,1.72508,1.13522,0.37009,0.33742,0.29541,0.17879,1.84871,1.60044,1.11751,0.004852,0.004852,0.004852
54,23674.6,2.00248,1.73309,1.14098,0.31936,0.33926,0.28881,0.17429,1.86146,1.60924,1.12105,0.004753,0.004753,0.004753
55,23930.1,1.95512,1.71106,1.12987,0.50028,0.33003,0.3077,0.18722,1.8813,1.62002,1.1193,0.004654,0.004654,0.004654
56,24622.3,1.96732,1.71569,1.13448,0.54353,0.31481,0.30939,0.18944,1.82866,1.57584,1.11029,0.004555,0.004555,0.004555
57,24984.1,1.97253,1.70023,1.12129,0.38575,0.33758,0.32043,0.20067,1.83961,1.56867,1.10808,0.004456,0.004456,0.004456
58,25298.1,1.93583,1.68083,1.11888,0.49064,0.33075,0.32934,0.20275,1.8208,1.55553,1.09899,0.004357,0.004357,0.004357
59,25783.4,1.95899,1.67317,1.1131,0.39024,0.39491,0.34948,0.21417,1.82204,1.54053,1.10311,0.004258,0.004258,0.004258
60,26091.8,1.93828,1.65974,1.11657,0.382,0.36802,0.32781,0.20509,1.81847,1.55716,1.09423,0.004159,0.004159,0.004159
61,45939.1,1.94693,1.6645,1.12021,0.38426,0.37785,0.34899,0.21469,1.84664,1.5732,1.10203,0.00406,0.00406,0.00406
62,46183.1,1.94448,1.66819,1.11207,0.43585,0.35404,0.34003,0.20173,1.87959,1.56868,1.1015,0.003961,0.003961,0.003961
63,46913.7,1.94282,1.66925,1.11009,0.3863,0.36054,0.34543,0.19976,1.87139,1.57156,1.1053,0.003862,0.003862,0.003862
64,47313.7,1.8995,1.60819,1.10126,0.412,0.40482,0.37675,0.23721,1.79516,1.51453,1.08805,0.003763,0.003763,0.003763
65,47767.1,1.91429,1.65487,1.10674,0.40381,0.38419,0.35345,0.20785,1.84834,1.56173,1.10808,0.003664,0.003664,0.003664
66,48337.7,1.89888,1.62477,1.10778,0.44947,0.37503,0.3637,0.22992,1.82354,1.5348,1.09163,0.003565,0.003565,0.003565
67,48571,1.91188,1.61551,1.10279,0.46202,0.39214,0.36634,0.22793,1.80648,1.50655,1.08689,0.003466,0.003466,0.003466
68,48818.3,1.88784,1.5962,1.09783,0.40998,0.43189,0.37935,0.24118,1.80008,1.49681,1.08054,0.003367,0.003367,0.003367
69,49172,1.8821,1.59909,1.09745,0.43257,0.40632,0.38662,0.23894,1.77837,1.49451,1.08618,0.003268,0.003268,0.003268
70,49526.8,1.91501,1.58898,1.08663,0.42915,0.41356,0.39535,0.23276,1.82856,1.51443,1.08716,0.003169,0.003169,0.003169
71,49953.5,1.88018,1.58507,1.09405,0.47303,0.41753,0.40305,0.25045,1.77514,1.48594,1.07854,0.00307,0.00307,0.00307
72,50687.1,1.87859,1.57535,1.09984,0.45103,0.4044,0.40198,0.25306,1.78793,1.49886,1.08507,0.002971,0.002971,0.002971
73,51267.2,1.95221,1.61788,1.11044,0.4781,0.3995,0.39792,0.2518,1.7953,1.50968,1.07987,0.002872,0.002872,0.002872
74,51615.9,1.90648,1.59101,1.09578,0.46427,0.39803,0.40909,0.2637,1.77085,1.46979,1.08117,0.002773,0.002773,0.002773
75,52282.7,1.87711,1.57355,1.09809,0.43034,0.43816,0.40664,0.25552,1.79036,1.45847,1.079,0.002674,0.002674,0.002674
76,52660.7,1.87234,1.55769,1.0889,0.46921,0.39753,0.40796,0.26062,1.76834,1.44151,1.07239,0.002575,0.002575,0.002575
77,53003.9,1.86689,1.55429,1.08673,0.46246,0.42766,0.41225,0.25643,1.81034,1.49258,1.07772,0.002476,0.002476,0.002476
78,53659.8,1.84231,1.52532,1.09071,0.44209,0.45009,0.42317,0.27212,1.75018,1.46094,1.07219,0.002377,0.002377,0.002377
79,54305.6,1.86127,1.53506,1.08336,0.45097,0.44387,0.42865,0.27312,1.76172,1.44364,1.07086,0.002278,0.002278,0.002278
80,54579.9,1.84859,1.52818,1.08098,0.47645,0.44984,0.43248,0.26593,1.8184,1.44443,1.08105,0.002179,0.002179,0.002179
81,54738.1,1.85351,1.51337,1.07694,0.44557,0.4092,0.40241,0.2395,1.82875,1.47846,1.08459,0.00208,0.00208,0.00208
82,55252,1.83943,1.52296,1.08047,0.45728,0.46787,0.44151,0.28689,1.73877,1.42072,1.06232,0.001981,0.001981,0.001981
83,55802.2,1.85943,1.50943,1.08462,0.49717,0.45529,0.4511,0.28445,1.7647,1.42327,1.06601,0.001882,0.001882,0.001882
84,56061.4,1.8585,1.50559,1.07169,0.47985,0.46503,0.46755,0.29607,1.75879,1.41497,1.0675,0.001783,0.001783,0.001783
85,56482.7,1.85392,1.49775,1.08271,0.4998,0.46594,0.45665,0.29161,1.76752,1.40456,1.067,0.001684,0.001684,0.001684
86,56811.1,1.85149,1.50286,1.08386,0.52591,0.44388,0.46097,0.28033,1.78332,1.42763,1.06765,0.001585,0.001585,0.001585
87,57279.4,1.84786,1.50197,1.07585,0.45535,0.4635,0.45577,0.28215,1.76055,1.41878,1.06727,0.001486,0.001486,0.001486
88,57522.2,1.85813,1.49701,1.07261,0.49519,0.48643,0.46585,0.29648,1.74542,1.39761,1.06018,0.001387,0.001387,0.001387
89,57972.7,1.82189,1.48877,1.07316,0.50047,0.47566,0.47134,0.30694,1.73487,1.38495,1.05671,0.001288,0.001288,0.001288
90,58397.3,1.788,1.4325,1.05709,0.51973,0.47022,0.47962,0.30757,1.73202,1.38017,1.05855,0.001189,0.001189,0.001189
91,58699.2,1.85656,1.5206,1.0895,0.47006,0.48131,0.45468,0.29096,1.75032,1.40943,1.06814,0.00109,0.00109,0.00109
92,58876.5,1.83452,1.50476,1.08337,0.50471,0.48787,0.46354,0.29592,1.7425,1.40007,1.06381,0.000991,0.000991,0.000991
93,58945.9,1.8368,1.50594,1.07997,0.50181,0.46789,0.4573,0.29577,1.73121,1.41034,1.06082,0.000892,0.000892,0.000892
94,59049,1.82055,1.48046,1.07815,0.52011,0.47571,0.4662,0.29441,1.7658,1.40392,1.06398,0.000793,0.000793,0.000793
95,59145.8,1.79362,1.46552,1.06608,0.54702,0.46918,0.47736,0.30802,1.73385,1.37845,1.05775,0.000694,0.000694,0.000694
96,59214,1.78292,1.44228,1.06789,0.52983,0.48141,0.47551,0.30781,1.73947,1.38286,1.06096,0.000595,0.000595,0.000595
97,59375.4,1.78578,1.43525,1.05825,0.49376,0.48364,0.47459,0.2993,1.75715,1.3955,1.0635,0.000496,0.000496,0.000496
98,59494.8,1.80095,1.44872,1.07716,0.52797,0.48871,0.48703,0.31785,1.72888,1.36679,1.05686,0.000397,0.000397,0.000397
99,59637.5,1.77696,1.43756,1.06149,0.54458,0.4731,0.48024,0.30846,1.72749,1.37791,1.05792,0.000298,0.000298,0.000298
100,59793.5,1.78203,1.42671,1.06986,0.54576,0.48574,0.48395,0.31146,1.72928,1.37006,1.05643,0.000199,0.000199,0.000199
